SMILES,Frequency,Percentage,MoleculeFrequency,MoleculePercentage
CC1CCCC2C1CCC34CC(C)(C3)C(C)CC24,1,0.0000,1,0.0000
CC1CCC(C)(C)C(C1)C(C)CCC2C(C)CCC3C(C)(C)CCCC23C,2,0.0000,2,0.0000
c1ccc2c(c1)ccc(c2-c3cccc(c3)C)C,2,0.0000,2,0.0000
c1ccc(cc1)CC(C)(CC)C(C)C,1,0.0000,1,0.0000
CC1C2CCCC1C(C)(C2)CC(C)(C)C,1,0.0000,1,0.0000
cc(cc1cccc(c1)C)C(C)C,10,0.0000,10,0.0001
CCCC(C)CCC(C)C1CCCC1C,1,0.0000,1,0.0000
cc(cc1cc(cc(c1)C)C)c2ccccc2,2,0.0000,2,0.0000
c1ccc2c(c1)cc3c4c2cccc4CCC3,3,0.0000,3,0.0000
ccccCCCCCCC,5,0.0000,5,0.0000
CCCC(CC)C(C)(C)C(C)C(C)C,1,0.0000,1,0.0000
*N(*)C(=S)n(*)*,1,0.0000,1,0.0000
ccc(cC)CCCCC,5,0.0000,5,0.0000
c1ccc(cc1)CC(CCCCC)CC(C)C,1,0.0000,1,0.0000
CC1CCC(CCC(C)C(C)(C)C(C)C2(C)CCCC(C)(C)C2)CC1C,1,0.0000,1,0.0000
*C(=O)N(*)C=CC=C,9,0.0000,9,0.0001
CCC1CCCC(C)(C)CC1CC,2,0.0000,2,0.0000
CCC1(C)CCC(C)C1C,3,0.0000,3,0.0000
c1ccc(cc1)-cccc2cc(cc(c2)C(c3ccccc3)C)CCCCCC,2,0.0000,2,0.0000
*OC=C(C=C)C=C,3,0.0000,3,0.0000
CCCC(C)C1CCC2(C)C(CCC2C1C)C(C)CCCC(C)C,3,0.0000,3,0.0000
c1cc(cc(c1)CC)-c2cccc(c2)CCCCCCCCCC,2,0.0000,2,0.0000
CCCCCC(C)CCCCCCCCC(C)CC,1,0.0000,1,0.0000
c1ccc(cc1)cccCc2ccccc2,2,0.0000,2,0.0000
c1ccc2c(c1)c3cccc(c3c(c2C)CC)C,1,0.0000,1,0.0000
CCC1CCC(C)C1C2C(C)C2(C)C,6,0.0000,6,0.0000
*C(=O)OC1=CC(OC1=O)=C,1,0.0000,1,0.0000
*OC(=CO[H])C(O*)=C(O[H])C=C,1,0.0000,1,0.0000
CCCC(C)C(CC)CCC1(C)CCCC(C)(C)C1CC,2,0.0000,2,0.0000
*C(=O)C(=CO[H])C(=O)C=CC=C,1,0.0000,1,0.0000
*OC(=O)C(=CC1=COC(=CC1=CC(*)=O)C(=C)C(*)=O)C(*)=O,3,0.0000,3,0.0000
*OC(=O)C=COC=C,6,0.0000,6,0.0000
CCCCC(C)C(CC)C(C)CCCC1(C)CCCC(C)C1CC,4,0.0000,4,0.0000
c1ccc(cc1)C(c2ccccc2)CCCC,2,0.0000,2,0.0000
CCCCCC(CC)C(C)(C)CC,1,0.0000,1,0.0000
c1cc(cc(c1)c(cC(C)C)CC)-c2cccc(c2)c(cC(C)C)CC,1,0.0000,1,0.0000
cccc(c)C(c(c)ccc)C,1,0.0000,1,0.0000
c1ccc(cc1)C2Cc3cccc(c3CC2C(C)C)C,1,0.0000,1,0.0000
O=C(C=C)C(=O)C=C,2,0.0000,2,0.0000
*OC(O*)C=CC1OC1C(*)=O,1,0.0000,1,0.0000
CCCCC(CC)C1(C)CCC2C(C)(C)CCCC2(C)C1C,2,0.0000,2,0.0000
cC1(CCC)CCCCC1,1,0.0000,1,0.0000
*OC(=O)C=COCO*,19,0.0000,19,0.0001
CCC1C(C1(C)C)C2(C)CCCC2C,1,0.0000,1,0.0000
CCC1CC2CCC(CC)C2C1C,1,0.0000,1,0.0000
CC1(C)CC2C3CCCC(C)(CCC21)C3,13,0.0000,13,0.0001
CCC1(C)C(CCC23CC4C(CC12)C4C3)C(C)C,1,0.0000,1,0.0000
CCCCC(C)(CC)C(C)C,6,0.0000,6,0.0000
c1ccc(cc1)C2C(C)CC(C)C2C,9,0.0000,9,0.0001
*SC1=CC(=O)C(O[H])=CC1=O,2,0.0000,2,0.0000
c1ccc2c(c1)CCC(C)C2(CC)CC,2,0.0000,2,0.0000
*N1C=CC=C(OC1=O)N(*)C(=O)C=CC=CC=C,1,0.0000,1,0.0000
c1ccc(cc1)CC2c3ccccc3c4ccccc4C2Cc5ccccc5,1,0.0000,1,0.0000
c1ccc(cc1)C(C)(C)C2CCC(C)CC2,7,0.0000,7,0.0000
*C(=O)N(*)C(=O)C=NO[H],1,0.0000,1,0.0000
CCCCCC(C)C(CC)C(C)CC,2,0.0000,2,0.0000
cccc(c)c(c(c)C)C,1,0.0000,1,0.0000
cc(cccCCCCCCC)C,3,0.0000,3,0.0000
CCC1CC2C(CC)CC2C1C,1,0.0000,1,0.0000
*C(=O)N(*)C(=O)C=[cH2],2,0.0000,2,0.0000
*ON(*)C(SS*)C(=O)N(*)*,1,0.0000,1,0.0000
CC1CCC(CCC(C)C2CCC3C(C)(C)CCCC3(C)C2(C)C)CC1C,1,0.0000,1,0.0000
CCCCC(C)CC(C)CC(C)CC,2,0.0000,2,0.0000
cc(c1ccc(cc1)C)C(C)C(C)C,4,0.0000,4,0.0000
CC(CCC(C)C1CCC2C3CCC4CCCCC4(C)C3CCC12C)C5CC5C,2,0.0000,2,0.0000
ccc(c)C(C)C(C)CCCC(C)(CC)C(C)C(C)C,15,0.0000,15,0.0001
*o-[cH]=CO[H],1,0.0000,1,0.0000
O=C(C=C)C1OC1,139,0.0001,139,0.0009
CCCCC(CC)CCC(CC)CCC,1,0.0000,1,0.0000
c1ccc(cc1)CC(C)C2c3ccccc3CCC2,1,0.0000,1,0.0000
*N(*)C1=NC(=C)C(=O)N1*,3,0.0000,3,0.0000
*OC1=CC(=O)C(=CO[H])C(C1=O)=C(O[H])C=CC(*)=O,1,0.0000,1,0.0000
CCC1(C)CCC(C)CC1,9,0.0000,6,0.0000
CC1CC2(C)CC1CCC2C3(C)CCCC(C)(C)C3,3,0.0000,3,0.0000
*OC(O[H])=CC=C1C=CC(=O)C=C1,7,0.0000,7,0.0000
c(cc1cccc(c1)C)c-c2cccc(c2)C,11,0.0000,11,0.0001
c1ccc(cc1)CC(c2ccccc2CC)C,2,0.0000,2,0.0000
CCCC(C)C1CCC(C)(C1C)C(CC)C(C)CCCC(C)C,1,0.0000,1,0.0000
c1ccc(cc1)c(cC(c2ccccc2)CCc3ccccc3)CC,2,0.0000,2,0.0000
CCCC1CCC(CC1)C2(C)CCCC(C)(C)C2,3,0.0000,3,0.0000
cccc1cc2ccccc2c(c1)-c3cc4c(cccc4CC)c5ccccc53,1,0.0000,1,0.0000
ccc(c)CCC1(C)CCCC(C)C1C,7,0.0000,7,0.0000
CC(C)CCCC(C)C1CCC2C3CCC4C(C)CCCC4(C)C3CC2C1C,4,0.0000,4,0.0000
c1ccc(cc1)C(C)C(C)Cc2cccc(c2)-c3cccc(c3)C4c5ccccc5CC(C)C4C,1,0.0000,1,0.0000
*OC=CC(=O)n(*)*,1,0.0000,1,0.0000
ccc1ccccc1-ccc2ccccc2,1,0.0000,1,0.0000
CC1CCC2C(C)CCC2C1C,4,0.0000,4,0.0000
c(c(c(cCCCCCCCCCC)C)C)CCCCC,1,0.0000,1,0.0000
c1ccc(cc1)cc2cCC(C)CC2C,3,0.0000,3,0.0000
c1cc(c(cc1C(C)C)-c2cc(ccc2C)C(C)C)C,3,0.0000,3,0.0000
CC1CCC2(C)CC32CCC(C)(C)CC13,1,0.0000,1,0.0000
CC1C(C)(C)CCC2C(C)(C)CCCC12C,15,0.0000,15,0.0001
*OC=CC1=CC(=O)OC1=O,2,0.0000,2,0.0000
c1ccc(cc1)c2cc(cc(c2)C)-c3cc(ccc3c4ccccc4)C,1,0.0000,1,0.0000
c1ccc(cc1)Cc2cc(c-3cc(ccc(c32)C)C(C)C)C,1,0.0000,1,0.0000
cc(cc(c)CCCC)CCCC,1,0.0000,1,0.0000
CCC1(C)CCCC2C3(C)CCCC(C)(C)C3CCC21C,2,0.0000,2,0.0000
c1cc2c(cc1CC)CCCC2C,2,0.0000,2,0.0000
CC(C)CCCCC1CCC2C3CCC4CCCCC4(C)C3CCC12C,3,0.0000,3,0.0000
c1cc(ccC(C)C(C)(CCC)CCC)c(c(c1)C)C2CCC2C(C)C,8,0.0000,8,0.0001
CCC1CCC2CCC3(C)C(CCC4C5(C)CCCC(C)C5CCC43C)C12,3,0.0000,3,0.0000
cccc(c)C1C(C)CC(C)CC1CC,1,0.0000,1,0.0000
CC(C)CC1CCC2C3(C)CCCC(C)(C)C3CCC2(C)C1(C)C,7,0.0000,7,0.0000
CCC(C)C(C)(C)C(C)CCCC1(C)CCCC(C)(C)C1CC,1,0.0000,1,0.0000
*C(=O)N(*)C=COCN(*)C(=O)N(*)C(*)=O,4,0.0000,4,0.0000
CCCCC(C)CCC(C)C1(C)CCC2C(C)(C)CCCC2(C)C1C,11,0.0000,11,0.0001
CCCCCC(C)CC(CC)CCCCC,1,0.0000,1,0.0000
CC(C)CCCC(C)C1CCC2(C)C3CCC4C(C)CCCC54CC35CCC12C,11,0.0000,11,0.0001
*OC(C(=O)C(O*)OC(=O)C=C)=C(C=C)C(*)=O,1,0.0000,1,0.0000
*N(*)C(=O)C1OC1C(=O)O[H],16,0.0000,16,0.0001
c1cc(cc(c1)C(C)(CC)CC)CC,1,0.0000,1,0.0000
cc(c1ccccc1)C(cc(c2ccccc2)CC)C,3,0.0000,3,0.0000
cc1c(cccc1C)c2ccccc2,1,0.0000,1,0.0000
ccc1ccccc1C(C)C,1,0.0000,1,0.0000
c(cc1ccc(c(c1)C)C)cC,1,0.0000,1,0.0000
CC1CCCCCC2(C)CCC12,2,0.0000,2,0.0000
*C(=O)N=C1C=CC(=O)C=C1,1,0.0000,1,0.0000
*C(=O)OCOCO[H],20,0.0000,20,0.0001
CC12CCCC2(C)C3CCC4CCCCC4C3CC1,1,0.0000,1,0.0000
CCCC(C(CC)C(C)CC)C1CC1(C)CC,2,0.0000,2,0.0000
CCCC(C)CC1(C)CCCC(C)(C)C1C,1,0.0000,1,0.0000
O1C=C1,1,0.0000,1,0.0000
c1cc(c2c(c1)CC3C2(C)CCC4C5(C)CCCC(C)(CCC6C(C)CCCC6(C)C)C5CCC34C)C,2,0.0000,2,0.0000
CC(C)CCCC(C)C1CCC(C)C2CCC(C)CC21,21,0.0000,21,0.0001
CCCCC1CCCC(C)CCC1,1,0.0000,1,0.0000
c1ccc(cc1)C(C)C(C)CC,9,0.0000,9,0.0001
c1ccc(cc1)CCC2(C)CCC3C(C)(C)CCCC3(C)C2CC,1,0.0000,1,0.0000
CCCC(C(C)CCC(C)C)C(C)(C)C,1,0.0000,1,0.0000
CCCCCCC(C)CC(C)CC(C)C,1,0.0000,1,0.0000
CCCCCCCC(C)C1C(C)CC(C)C1C2CCCCC2,4,0.0000,4,0.0000
c1ccc(cc1)CCC2c3ccccc3C(C2)C(c4ccccc4)C,1,0.0000,1,0.0000
c1cc(cc-c2c(cccc2CCC(C)C)C)cc(c1)C,1,0.0000,1,0.0000
c1ccc(cc1)-ccc(cCc2ccccc2)CC,1,0.0000,1,0.0000
ccc(cC)CCCCCCCC,1,0.0000,1,0.0000
CCC(C)CC1CCC2C3(C)CCCC(C)(C)C3CCC2(C)C1(C)C,74,0.0000,74,0.0005
*N=C(C=CC=CN(*)C(=CC=CC(=O)O[H])C(*)=O)C(=O)O[H],1,0.0000,1,0.0000
CCCC1CCCC2C(C)CC12,3,0.0000,3,0.0000
CC1CCCC2C1CCC3CCCCC32,3,0.0000,3,0.0000
CC1CCC2(C)C(C)C(C)CCC2C1C,10,0.0000,10,0.0001
CCCC(C)C,3428,0.0020,3193,0.0201
*OCOC=CC(O*)(O[H])N(*)*,1,0.0000,1,0.0000
CCCC(C)CCCCCC(C)CCC,20,0.0000,20,0.0001
cc1c(c)C(c2ccccc2)(C)CCC1,9,0.0000,9,0.0001
c1ccc(cc1)C2CC2(C)C,1,0.0000,1,0.0000
c1ccc(cc1)-cccc2-cccc(cc-c3ccccc3)c2,1,0.0000,1,0.0000
O=CC=CC=CC=CC=CC=CC=C,3,0.0000,3,0.0000
*C(=O)N(*)C(=C)C(=O)N(*)C(=C)C(=O)O[H],16,0.0000,16,0.0001
CC(C)CCCC(C)C1CCC2C(C)CCCC12C,1,0.0000,1,0.0000
*OC1=CC(=O)C(S*)=C(S*)C1=O,1,0.0000,1,0.0000
*OC(O[H])(C=CC(*)=O)C(OCN(*)C(=O)C=CO[H])O[H],1,0.0000,1,0.0000
CC(C)CCCC(C)C1CCCC2CC(CCC21C)C3(C)CCCCC3,1,0.0000,1,0.0000
CCC(C)C(C)CCCC1(C)CCCC(C)(C)C1C,1,0.0000,1,0.0000
CCC1(C)C(C)CCC2(C)CCC(C)C(C)C21,6,0.0000,6,0.0000
c1cc2c(c(c1C)C)CC(CC2)C(C)C,1,0.0000,1,0.0000
CCCCC(C)CCC(C)C,8,0.0000,8,0.0001
*C(=O)N(*)C=CN(*)*,3,0.0000,3,0.0000
*OC=[cH2],7,0.0000,6,0.0000
CCCC1(C)CCCC(C(C)C(C)CC)C1C,1,0.0000,1,0.0000
CCC12CC2CC3C(C)CCCC31C,1,0.0000,1,0.0000
cccc(c)C(CC)CCCC,1,0.0000,1,0.0000
*C(=O)OC(OCO[H])C1OC1,2,0.0000,2,0.0000
[H]OC=CC(=O)O[H],1,0.0000,1,0.0000
*C(=O)N(C(=C)C(=O)N(*)*)CN(*)*,2,0.0000,2,0.0000
CC(C)CCCCC1(C)CCC2(C)CC(C)(C)CCC2(C)C1C,1,0.0000,1,0.0000
ccc1cc(c2c(c1)C3CCCCC3(C)C2)C,1,0.0000,1,0.0000
cc(c1ccccc1)CCCCc2ccccc2,1,0.0000,1,0.0000
ccc(c1cccc(c1)CC(C)CC)C(C)C,1,0.0000,1,0.0000
c1ccc(cc1)CC2(C)C(C)CCC3(C)C4CCCC4(C)CCC23,1,0.0000,1,0.0000
c1cc(cc(c1)C2(C)CCCC2(C)C)Cc3ccc(cc3C)C4(C)CCCC4(C)C,1,0.0000,1,0.0000
CCC1(C)CCCC2(C)C1CCC3C(CCC32C)C(C)CCC(C)C(C)C,2,0.0000,2,0.0000
CC(C)C1CCC2(C)CCC3(C)CC4C(C)CC4C3C12,1,0.0000,1,0.0000
cc(cc1ccccc1)-c2cccc(c2)-c3cccc(c3)-c(c)cc4ccccc4,2,0.0000,2,0.0000
CCC(CC)C(C)CC(C)C,1,0.0000,1,0.0000
*C(=O)C(Cl)=CO[H],2,0.0000,2,0.0000
*C(=O)OC(=C)C=C,2,0.0000,2,0.0000
cccc1cccc(c1)-c(c)cc2ccccc2,4,0.0000,4,0.0000
cc(cc1cC(C)(C)CCC1)cC,1,0.0000,1,0.0000
CCCCCCCC1CC1CCCCCC,1,0.0000,1,0.0000
O=CC=CC(=O)C=C,6,0.0000,6,0.0000
[H]OC=C(O[H])C=CC=CC=C,2,0.0000,2,0.0000
ccc(c)CCC1C(C)CCC(CC)C1(C)CC,1,0.0000,1,0.0000
O=C1OC(=CC=C)C=C1,23,0.0000,23,0.0001
c1ccc(cc1)Cc2cccc3c4cccc(c4ccc32)Cc5ccccc5,1,0.0000,1,0.0000
*C(=O)C(=C1OC(C=C)=CC=C1)C(=O)N(*)*,1,0.0000,1,0.0000
*C(=O)C=CC=COCO[H],1,0.0000,1,0.0000
c1ccc(cc1)CCCc2cccc(c2)C(c3cc(cc(c3)C(c4cccc(c4)C(c5ccccc5)CCc6ccccc6)CCc7ccccc7)C(c8ccccc8)C)CCc9ccccc9,1,0.0000,1,0.0000
c1ccc(cc1)CCC(C)CC(C)CCCCC,1,0.0000,1,0.0000
C1CC23CC1CC3C2,1,0.0000,1,0.0000
*OC1=CC(=O)C=C2OC=CC=C12,2,0.0000,2,0.0000
ccccc-ccc(-c1ccccc1)c(c)C,4,0.0000,4,0.0000
c1ccc(cc1)C(c2ccc3c(c2)-c4ccc(cc4CC3)C)C(c5ccccc5)c6ccc7c(c6)-c8ccc(cc8CC7)C,1,0.0000,1,0.0000
*OCOC(C=C)=CC=C(Cl)C(*)=O,1,0.0000,1,0.0000
CCC(C(C)C)C(C)CC(C)CCCC(C)C,2,0.0000,2,0.0000
ccc-cc,20,0.0000,20,0.0001
CCC(CCC(C)C)C1CCC(C)C2CCCC21,1,0.0000,1,0.0000
CCC1(C)CCCC(C1C)C2(C)CCCC(C)C2C,1,0.0000,1,0.0000
ccc(c)CC1(C)CCC2C(CC3CC(C)(C)C(C)C32C)C1C,2,0.0000,2,0.0000
c1ccc(c(c1)CC)CC(CC)C(C)C,1,0.0000,1,0.0000
c1ccc(cc1)CCc2ccc(cc2)-c3cc(ccc3CCc4ccccc4)-c5cccc(c5)CCc6ccc(cc6)-c7ccccc7CCc8ccccc8,1,0.0000,1,0.0000
CC1CCC2C(C)C(C)CCC2C1C,7,0.0000,7,0.0000
c1ccc(cc1)c2cccc(c2)C,111,0.0001,95,0.0006
c1ccc(cc1)ccc-c2cc(cc(c2)C)-c3cc(ccc-c4ccccc4)cc(c3)C,1,0.0000,1,0.0000
CCC1C(C)CCC21CCCC(C)(C)C2,3,0.0000,3,0.0000
c1ccc(cc1)C2(c3cccc(cccC)c3CCC2)C,1,0.0000,1,0.0000
*S(=O)(=O)C=CC#N,1,0.0000,1,0.0000
*S(=O)(=O)C=CC#C,1,0.0000,1,0.0000
*N1C(=O)C(SSC2C(=O)N(*)C(O[H])C(=O)N2*)N(*)C(=O)C1O[H],1,0.0000,1,0.0000
c1cc2cc(c(cc2c(c1)Cc3ccc(c(c3)CCC)CC)CC)CCC,2,0.0000,2,0.0000
*C(=O)C1=C(O[H])C(=O)N(*)C1=O,1,0.0000,1,0.0000
CC1CC2CC(C)C3C(CCC4C3C4(C)C)CC2C1,9,0.0000,9,0.0001
CC1(C)CCCC(C1)C2CCCCC2,5,0.0000,5,0.0000
c1ccc(cc1)C(C)CC(C)CC,3,0.0000,3,0.0000
CCCCC1(C)C(C)CCC2(C)CCC(C)CC21,28,0.0000,28,0.0002
C1CCC(CC1)C2CCCCC2,2,0.0000,2,0.0000
CCCC1CC2CC(C)CC(C)C2C1,3,0.0000,3,0.0000
[H]OC(=O)C(OC=C)=C,3,0.0000,3,0.0000
CC1CCC2(CCC1C2)C3(C)CCCC(C)(C)C3C,1,0.0000,1,0.0000
CC1CCC2(C)C(C)CCCC2C1C,5,0.0000,5,0.0000
CC(C)C1CCC2(C)CC(C)(CCC12C)C3CCCC(C)(C)C3,8,0.0000,8,0.0001
CCC(C)C1CCC2(C)C(CCC2C1CC)C(C)C,2,0.0000,2,0.0000
c1cc2ccc(cc2c(c1)-c3ccc4cc(ccc4c3)CC(C)C)CC(C)C,1,0.0000,1,0.0000
cc(c1ccccc1)Cc2ccccc2,5,0.0000,5,0.0000
c1cc(c2c(c1)CC3C2(C)CCC4C5(C)CCCC(C)(CCC(C)C(C)CC)C5CCC34C)C,1,0.0000,1,0.0000
CCCC(C)CC1CC1C(C)C,1,0.0000,1,0.0000
cc-ccc(cc)c1ccccc1,4,0.0000,4,0.0000
*N(*)C1=CC(=O)C(=C)C1=C,1,0.0000,1,0.0000
C(#CC#CC=C)C#CC=C,15,0.0000,15,0.0001
CC(C)C(C)CCC(C)C1CCC(CCCC2CCCCC2C)C1(C)C,1,0.0000,1,0.0000
c1cc(ccc1C)C,444,0.0003,390,0.0025
*C(=O)C1=CC=CC2OC12,2,0.0000,2,0.0000
*NC(C=[cH2])=CN(*)*,5,0.0000,5,0.0000
CCC1CCCCC1(C)CC,11,0.0000,11,0.0001
CCCCCC(C)C(C)(CC)C(C)C,2,0.0000,2,0.0000
CCCC(C)CC1C(C)CC(C)CC1C(C)C,1,0.0000,1,0.0000
CC(C)C(C)CCC1CCC2C(C)CCCC12C,2,0.0000,2,0.0000
*OC(=O)C=C1OC(O[H])=CC1=O,4,0.0000,4,0.0000
c1cc(ccc1CC)C(CC)CC,1,0.0000,1,0.0000
*OC(=O)C(=CC=C1C=COC=C1)C(*)=O,2,0.0000,2,0.0000
CCCCC(CC)C(C)C(C)C(C)C,2,0.0000,2,0.0000
CCC(C)CCC(C)C1CCC2CCCCC(C)C21,1,0.0000,1,0.0000
CCC(C)(C)C1CCC2(C)C(C1)CC3C2C(C)CCC3(C)CC,1,0.0000,1,0.0000
CCC(C)C1CCC2C3CCC4C(C)CCCC4(C)C3CCC12C,1,0.0000,1,0.0000
*C(=O)C(C(=O)C=CC=C)=C(O[H])N(*)*,6,0.0000,6,0.0000
*OC(O[H])C1(OC1)C=C,2,0.0000,2,0.0000
CCCCC(C)(CC)CC,6,0.0000,6,0.0000
c1ccc(cc1)cc2cccc(c2)C3CCCC3(C)C,7,0.0000,7,0.0000
c1cc(c(cc1C)CCC)CC,4,0.0000,4,0.0000
c1ccc(cc1)CC(c2ccccc2)c3ccccc3C(Cc4ccccc4)C(c5ccccc5)Cc6ccccc6,2,0.0000,2,0.0000
cc(c(cCCC)C)C,1,0.0000,1,0.0000
cc1cccc(c1ccCCC)C,1,0.0000,1,0.0000
*OC(C(*)=O)=C(C(*)=O)C(*)=O,2,0.0000,2,0.0000
c1cc(c-2cc(c(c2cc1C(C)C)C)Cc3cc(c-4cc(ccc(c43)C)C(C)C)C)C,1,0.0000,1,0.0000
CCCCC(C)CCCC1(C)CCCC1C(C)CCC(C)C(C)C,4,0.0000,4,0.0000
c1ccc(cc1)cc2ccccc2-c3ccccc3cc4ccccc4,1,0.0000,1,0.0000
*N(*)C(O[H])=C,3,0.0000,3,0.0000
CC1CCC2CCC(C)C12,1,0.0000,1,0.0000
c1ccc(c-c2ccc(cc2-c3ccccc3C)C)c(c1)ccC,1,0.0000,1,0.0000
CC(C)C1CCC(C)C23CCC(C)(C2)C(C)C13,1,0.0000,1,0.0000
CC1CC2CC(C)(C)CC2C3(C)CCC13,10,0.0000,10,0.0001
CCC1CCC2(C)C(CCC3C(C)CCCC32)C1,13,0.0000,13,0.0001
CCCC(CC)C1CCCCC1C,9,0.0000,9,0.0001
*C(=O)N(*)C1=CC(=O)C(O[H])N1*,2,0.0000,2,0.0000
c1cc(cc(c1)C(C)CC)C,15,0.0000,15,0.0001
*C(=O)C(O[H])=CC(O[H])=CC(=O)C(O[H])=C,1,0.0000,1,0.0000
CC1CCC(C)(CCC(C)C2(C)CCC3C(C)CCCC3(C)C2)CC1C,6,0.0000,6,0.0000
CC1CCC2C3CCC4CCCCC4(C)C3CCC12C,6,0.0000,6,0.0000
CCCC1(C)CCCC1CC,11,0.0000,11,0.0001
*N(*)C1=CC(=O)C=C(O[H])C1=O,1,0.0000,1,0.0000
cc(c1ccccc1)CCc(c)c2ccccc2,6,0.0000,6,0.0000
c1ccc(cc1)CC(c2ccccc2)c3ccccc3C(c4ccccc4C(c5ccccc5)Cc6ccccc6)Cc7ccccc7,2,0.0000,2,0.0000
O=COC=C,4,0.0000,4,0.0000
c1ccc(cc1)CCC(Cc2ccccc2)Cc3cccc(c3)C(c4ccccc4)C(c5ccccc5)Cc6ccccc6,2,0.0000,2,0.0000
CCCC1CCC2(C)C(C)C(C)CCC2C1C,13,0.0000,13,0.0001
c1ccc(cc1)-c2ccc3c4c2cccc4CC(C)C3,1,0.0000,1,0.0000
c1ccc2c(c1)cc(c3ccccc23)C(C)CCC,2,0.0000,2,0.0000
CCC(C)CC(CC)CCCCC(C)CCCC(C)C,1,0.0000,1,0.0000
*OC=C(C=CC(*)=O)C(O*)O*,1,0.0000,1,0.0000
c1cc2c(cccc2C(C)(C)C)c(c1)C(C)C,1,0.0000,1,0.0000
c1ccc(cc1)CC(c2ccccc2)Cc3ccccc3,5,0.0000,5,0.0000
c1ccc(cCC(C)C)c(c1)ccC,1,0.0000,1,0.0000
c1c(c(c(c2c1CC(C)C2)C)CC)CCCC3CC3,2,0.0000,2,0.0000
CC1CCCC2(C)C(C)C(C)(CCC12)C(C)CCC3(C)CCC(C)(C)CC3,66,0.0000,66,0.0004
CC(C)(C)CCCC1(C)CCCC2C3CCCC3(C)CCC21C,1,0.0000,1,0.0000
*OC(C=C)=CC=C(Cl)C(*)=O,8,0.0000,8,0.0001
c1cc(cc(c1)C2(C)CCCC(C)(C)C2C)C(C)C,3,0.0000,3,0.0000
*C(=O)C(=O)N(*)C=C,7,0.0000,7,0.0000
CC1CCC(CC1)CC(C)C2(C)CCC3C(C)(C)CCCC3(C)C2C,1,0.0000,1,0.0000
cc(c(ccC)C)C,13,0.0000,13,0.0001
c1ccc2c(c1)c3cccc4ccc5cc6c(cccc6C)c2c5c43,1,0.0000,1,0.0000
c1cc(cc(c1)CCCCC)C,3,0.0000,3,0.0000
CCC1CCCCC1(C)CCCC(C)C(C)C(C)CCCC(C)C,3,0.0000,3,0.0000
CC(C)C1(C)CCC(C)C1C,1,0.0000,1,0.0000
ccc(c)CC(C)C,15,0.0000,15,0.0001
CC1CC2CCC(C)C2C1,11,0.0000,11,0.0001
c1cc(c(cc1C)CCC(C)CCCC(C)CCCC(C)CCCC(C)C)C,1,0.0000,1,0.0000
CCC(C)CCCC1(C)CCCCC1C,2,0.0000,2,0.0000
*N1C=CC(=O)C1=O,1,0.0000,1,0.0000
CCC1C(CC1(C)C)C(C)C,2,0.0000,2,0.0000
c(cCCC)c(cCCCCCCCC)C,1,0.0000,1,0.0000
[H]OC1(OC(=O)C=C1)C=C,14,0.0000,14,0.0001
c1ccc(c(c1)-c2ccc(cc2)C(c3cccc(c3)C)CCCCC)C,2,0.0000,2,0.0000
c1ccc(cc1)CCc2ccccc2,459,0.0003,412,0.0026
CC(C)CCCCCC1(C)CCCC2C3(C)CCCC(C)(C)C3CCC21C,13,0.0000,13,0.0001
c1c(c(cCcc(c(cCcc(c(cCcc(c(cC1)C)CC)CC)C)CC)C)CC)C,2,0.0000,2,0.0000
CCC(C)CC1C(CCC1(C)C)C(C)C,2,0.0000,2,0.0000
CC1CCC23CC1CC3CCCC2(C)C,1,0.0000,1,0.0000
*o-[cH]=CC(O[H])=CC(*)=O,1,0.0000,1,0.0000
ccc1cccc2-c3cccccc3-cc12,7,0.0000,7,0.0000
CCC1C2CCC3(C)C4CC(C)(C)CCC4(C)CCC3(C)C2CCC1(C)CC,1,0.0000,1,0.0000
*o-c(=C)-[cH]=CC(=O)C=C,1,0.0000,1,0.0000
cccccc1c(c)cccc1CCc2ccccc2,1,0.0000,1,0.0000
CCCC1CCC2CC(C)CC1C2CCC,17,0.0000,17,0.0001
CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC(C)CC,2,0.0000,2,0.0000
ccc(c)CC(C)CCCC1(C)C(C)CC(C)(C)C1C,3,0.0000,3,0.0000
CC(C)CCCC(C)C(C)C(C)CCCC1(C)CCCCC1C,1,0.0000,1,0.0000
CCCC(C)CCCC(C)CCC(C)C,1,0.0000,1,0.0000
CCCC(C)C1CCC(C)C1(C)CC,11,0.0000,11,0.0001
c1ccc(cc1)cccC,98,0.0001,97,0.0006
c1ccc(cc1)cc2ccccc2CCC(C)C,13,0.0000,13,0.0001
CCC(C)CCCC(CC)CC,5,0.0000,5,0.0000
cccc(c(ccccc(cccC(C)C(cc(c)C)CC)C)C)CC,6,0.0000,6,0.0000
*OC(=O)C(=C)C(C#CC=C)=C,1,0.0000,1,0.0000
CC(C)C(C)(C)C1CCCCC1,1,0.0000,1,0.0000
cc(cc(cCCC(C)CC)C)C,2,0.0000,2,0.0000
CC(CC(C)C1(C)CCC2C(C)(C)CCCC2(C)C1C)C3(C)CCC(C)(C)CC3,1,0.0000,1,0.0000
c1ccc(cc1)CCC(C)(CCC)CCC2C(C)CCCC2(C)C,1,0.0000,1,0.0000
C1CCCCCCCCCCCCCCCCCCCCCCC1,1,0.0000,1,0.0000
